Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,County,Metro Area,Phone Number Combined,Primary SIC Description,Primary SIC Year Appeared,SIC Code 1 Description,Location Sales Volume Actual,Location Employee Size Range,Own or Lease
Housing Solutions Of NJ LLC,Business,Owner,10 Gurley Rd,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 354-3720,Real Estate Management,2015,Real Estate Management,"$253,000",1 to 4,Unknown
Howco Management Co LLC,Howard,Cohen,7 Gordon Ave,Lawrence Township,NJ,08648,Mercer,"Trenton, NJ",(609) 896-0505,Real Estate Management,1997,Real Estate Management,"$506,000",1 to 4,Lease
HW Property Management Svc Inc,Delores,Dean,105 Atsion Rd # E,Medford,NJ,08055,Burlington,"Phl, PA-NJ-DE-MD",(609) 654-8882,Real Estate Management,2010,Real Estate Management,"$357,000",1 to 4,Lease
Inman Plaza-Edison Managment,Business,Owner,938 Inman Ave,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(908) 561-4000,Real Estate Management,1999,Real Estate Management,"$506,000",1 to 4,Lease
Institute-Real Est MGMT Nj,Gerri,Amam,600 Main St # 7,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 303-0190,Real Estate Management,2009,Real Estate Management,"$357,000",1 to 4,Lease
Interstate Realty Management,Kimberlee,Schreiber,3 E Stow Rd # 100,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 596-0500,Real Estate Management,2010,Real Estate Management,"$595,000",5 to 9,Unknown
Irem Delaware Valley Chapter,Joann,Mckay,600 Main St # 7,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 786-9260,Real Estate Management,1992,Real Estate Management,"$476,000",1 to 4,Own
Ironwood Development Inc,Mary,Vogt,618 E Main St,Bridgewater,NJ,08807,Somerset,"New York, NY-NJ",(908) 231-6611,Real Estate Management,2012,Real Estate Management,"$135,000",1 to 4,Unknown
J & J Assoc,Business,Owner,1967 Oak Tree Rd,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 744-9112,Real Estate Management,2004,Real Estate Management,"$380,000",1 to 4,Unknown
J Morgan Property Management,Business,Owner,141 High St,Mount Holly,NJ,08060,Burlington,"Phl, PA-NJ-DE-MD",(609) 281-7711,Real Estate Management,2021,Real Estate Management,"$476,000",1 to 4,Lease
Jacobson Goldfarb Tanzman,Jeffies,Shine,10 Woodbridge Ctr Dr # 405,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-5757,Real Estate Management,2015,Real Estate Management,"$380,000",1 to 4,Own
Jagii Properties LLC,Business,Owner,22 Mitchell Dr,Monroe,NJ,08831,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Jamco Property Management,Business,Owner,380 Doolittle Dr,Bridgewater,NJ,08807,Somerset,"New York, NY-NJ",(908) 722-6966,Real Estate Management,2007,Real Estate Management,"$270,000",1 to 4,Lease
JB Management Svc,Business,Owner,40 John Singer Sargent Way,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 767-6888,Real Estate Management,2012,Real Estate Management,"$238,000",1 to 4,Unknown
JBL Realty Management,Jonathan,Brinck-Lund,242 Old New Brnswk Rd # 385,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 981-9178,Real Estate Management,2009,Real Estate Management,"$632,000",5 to 9,Own
Jeffrey Meisner-Barron Realty,Jeffrey,Meisner,655 Rahway Ave,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 690-7425,Real Estate Management,2023,Real Estate Management,"$127,000",1 to 4,Own
Jo Ann Mckay LLC,Business,Owner,600 Main St,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-8939,Real Estate Management,2009,Real Estate Management,"$238,000",1 to 4,Lease
Jonas Realty,Jonathan,Stirberg,1075 Easton Ave # 2,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 249-5999,Real Estate Management,1994,Real Estate Management,"$270,000",1 to 4,Unknown
Joseph Tersigni-Weichert & Reg,Joseph,Tersigni,9 W Main St,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 399-3582,Real Estate Management,2023,Real Estate Management,"$240,000",1 to 4,Lease
Jule Management Group LLC,Business,Owner,116 Grand St # 2,Iselin,NJ,08830,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$506,000",1 to 4,Own
K Johnson Enterprises,Business,Owner,K Johnson Blvd,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-0085,Real Estate Management,2012,Real Estate Management,"$238,000",1 to 4,Own
Keystone Mountain Lakes Regl,Joseph J,Corcoran,Raritan Plaza Ii Fieldcrest Av,Edison,NJ,08818,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
Kimberley Dabrowski-Coldwell,Kimberley,Dabrowski,442 Route 202/206,Bedminster,NJ,07921,Somerset,"New York, NY-NJ",(908) 658-9000,Real Estate Management,2024,Real Estate Management,"$135,000",1 to 4,Unknown
King Properties LLC,Business,Owner,843 King George Rd,Fords,NJ,08863,Middlesex,"New York, NY-NJ",(732) 661-6812,Real Estate Management,2014,Real Estate Management,"$253,000",1 to 4,Own
Kingdom Kids Acad-Piscataway,Business,Owner,600 Roosevelt Ave,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 626-5959,Real Estate Management,2016,Real Estate Management,"$632,000",5 to 9,Own
Kings Grant,David,Morelli,21 Kings Grant Dr,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 983-6719,Real Estate Management,2000,Real Estate Management,"$951,000",5 to 9,Own
Knauer Realty Corp,Leonard,Knauer,5 Johnson Dr # 1,Raritan,NJ,08869,Somerset,"New York, NY-NJ",(908) 526-7600,Real Estate Management,1990,Real Estate Management,"$674,000",5 to 9,Lease
Knowles Management LLC,Business,Owner,1225 State Route 31 # 324,Lebanon,NJ,08833,Hunterdon,"New York, NY-NJ",(908) 730-7469,Real Estate Management,2008,Real Estate Management,"$240,000",1 to 4,Own
Kustom Car Repair,Kevin,Clifton,487 Woodlane Rd,Westampton,NJ,08060,Burlington,"Phl, PA-NJ-DE-MD",(609) 877-7544,Real Estate Management,2009,Real Estate Management,"$357,000",1 to 4,Own
L M Dellova Properties LLC,Business,Owner,309 Burlington Ave,Delanco,NJ,08075,Burlington,"Phl, PA-NJ-DE-MD",(856) 461-2405,Real Estate Management,2019,Real Estate Management,"$238,000",1 to 4,Own
L N S Real Estate LLC,Rhonda,Copp,1111 Brookside Rd,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2015,Real Estate Management,"$253,000",1 to 4,Lease
Laila Tabash,David C,Marine,50 Princeton Hightstown Rd,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",(609) 496-6612,Real Estate Management,2018,Real Estate Management,"$506,000",1 to 4,Lease
Lakeview Developers LTD,Nichele,Bervine,1 Kulas Ln # 639,Parlin,NJ,08859,Middlesex,"New York, NY-NJ",(732) 727-8833,Real Estate Management,2006,Real Estate Management,"$759,000",5 to 9,Lease
Larken Associates,Robert,Marek,1250 State Route 28 # 101,Branchburg,NJ,08876,Somerset,"New York, NY-NJ",(908) 874-8686,Real Estate Management,2016,Real Estate Management,"$674,000",5 to 9,Unknown
Leigh Properties LLC,Business,Owner,35 Leigh St,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 735-7608,Real Estate Management,2010,Real Estate Management,"$360,000",1 to 4,Own
Lemonbrew Realty NC LLC,Business,Owner,1800 E State St # 220,Trenton,NJ,08609,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Liberty Village Management,Business,Owner,200 Liberty Village Dr,Warren,NJ,07059,Somerset,"New York, NY-NJ",(908) 604-6916,Real Estate Management,2013,Real Estate Management,"$405,000",1 to 4,Lease
Lisa Middleton-Coldwell Banker,Lisa,Middleton,442 Route 202/206,Bedminster,NJ,07921,Somerset,"New York, NY-NJ",(908) 872-4027,Real Estate Management,2023,Real Estate Management,"$135,000",1 to 4,Own
Logistic Realty LLC,Elise,Hettler,22 Distribution Blvd,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 738-8888,Real Estate Management,2008,Real Estate Management,"$632,000",5 to 9,Lease
M & S Invstmnt At Davenport,Robert,Weiss,41 Bayard St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 418-1777,Real Estate Management,2011,Real Estate Management,"$506,000",1 to 4,Own
M Square Real Estate LLC,Cristina,Stoicescu,63 Mountain Blvd,Watchung,NJ,07069,Somerset,"New York, NY-NJ",(908) 941-7682,Real Estate Management,2019,Real Estate Management,"$405,000",1 to 4,Own
Main Street Realty LLC,Business,Owner,2077 Oak Tree Rd,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 549-9000,Real Estate Management,2013,Real Estate Management,"$759,000",5 to 9,Unknown
Mark Cali Realty Corp,Business,Owner,500 College Rd E,Princeton,NJ,08540,Middlesex,"New York, NY-NJ",(609) 452-0652,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Own
Marmaco Management LLC,Business,Owner,101 U S Highway No 130 S,Cinnaminson,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-3225,Real Estate Management,1998,Real Estate Management,"$357,000",1 to 4,Own
Maurice Browning Inc,Mary A,Browning,2 Somerset St,Hopewell,NJ,08525,Mercer,"Trenton, NJ",(609) 466-2640,Real Estate Management,1984,Real Estate Management,"$127,000",1 to 4,Unknown
Maximun Realty,Walter,Horzempa,325 Centre St,Trenton,NJ,08611,Mercer,"Trenton, NJ",(609) 394-9600,Real Estate Management,2009,Real Estate Management,"$379,000",1 to 4,Unknown
Medford Property Mgmt LLC,Business,Owner,591 Cherry Valley Rd,Princeton,NJ,08540,Somerset,"New York, NY-NJ",(609) 430-1943,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Mem Property Management Co Inc,Catharine,Harm,3 Executive Dr # 350,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 296-6660,Real Estate Management,2018,Real Estate Management,"$539,000",1 to 4,Lease
Mercer County Chapter,Business,Owner,PO Box 142,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$506,000",1 to 4,Lease
Meridian Services,Paul,Van Cleve,3024 S Broad St # A,Trenton,NJ,08610,Mercer,"Trenton, NJ",(609) 920-8800,Real Estate Management,2010,Real Estate Management,"$885,000",5 to 9,Own
Metro Commercial,Business,Owner,307 Fellowship Rd # 300,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 866-1900,Real Estate Management,2014,Real Estate Management,"$476,000",1 to 4,Lease
Metrotop Plaza Assoc,Jim,Komatsu,111 Wood Ave S # 111,Iselin,NJ,08830,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2011,Real Estate Management,"$632,000",5 to 9,Lease
Midlantic Propertey Management,Business,Owner,247 Raritan Ave,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 247-0813,Real Estate Management,2014,Real Estate Management,"$632,000",5 to 9,Unknown
Montgomery Hills Master Assn,Business,Owner,802 Mckinley Ct,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 252-9303,Real Estate Management,2004,Real Estate Management,"$135,000",1 to 4,Unknown
Moorestown Arts Advisory Cncl,Peter F,Fascia,PO Box 465,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$476,000",1 to 4,Lease
Mosseri Realty LLC,David,Mosseri,12 Parkway Pl,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 634-3953,Real Estate Management,2010,Real Estate Management,"$380,000",1 to 4,Lease
National Council-Negro Women,Angela,Battle,PO Box 693,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$506,000",1 to 4,Unknown
National Council-Negro Women,Cheryl,Wilson,PO Box 736,Somerville,NJ,08876,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$405,000",1 to 4,Lease
National Council-Negro Women,Wendy L,Tabor,PO Box 3162,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$476,000",1 to 4,Lease
National Realty Dev MN Corp,Charles,Bryant,107a Corporate Ct # F,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 757-1232,Real Estate Management,2015,Real Estate Management,"$506,000",1 to 4,Own
NCV Developers Inc,Ivan,Sobel,90 Woodbridge Ctr Dr # 600,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2012,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Blockchain Council,Business,Owner,180 Talmadge Road Igo Bldg,Edison,NJ,08817,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Council For Social,Hank,Bitten,640 Bartholomew Rd # 103,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Fairfield Invest,Business,Owner,326 Mountain Ave,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 222-1299,Real Estate Management,2014,Real Estate Management,"$270,000",1 to 4,Own
New Vistas Corp,Lynn,Callahan,300 Kimball St # 206,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 602-0017,Real Estate Management,1992,Real Estate Management,"$380,000",1 to 4,Lease
Octagon NB Partners LLC,Business,Owner,1846 US Highway 1,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 658-1992,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Onyx Equitie,Business,Owner,1001 Durham Ave,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 444-8466,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Unknown
Otr Associates,Raymond,Turner,4 Cornwall Dr # 222,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 238-3400,Real Estate Management,2001,Real Estate Management,"$759,000",5 to 9,Own
Palmer Enterprises,Kathleen,Palmer,39 Olcott Sq # A,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 766-1314,Real Estate Management,1992,Real Estate Management,"$270,000",1 to 4,Own
Palmer Sq Mangmt Inc,Anita,Fresolone,40 Nassau St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 924-3884,Real Estate Management,2014,Real Estate Management,"$506,000",1 to 4,Unknown
Palmer Square Management,Lori,Rabon,40 Nassau St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 921-2333,Real Estate Management,2015,Real Estate Management,"$758,000",5 to 9,Own
Palmer Square Management LLC,Business,Owner,27 Palmer Sq W,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 683-1146,Real Estate Management,2012,Real Estate Management,"$379,000",1 to 4,Lease
PK Management,Yolanda,Mack,312 Lalor St,Trenton,NJ,08611,Mercer,"Trenton, NJ",(609) 984-8817,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
PRC Management Co Inc,Business,Owner,1130 Sunset Rd,Burlington,NJ,08016,Burlington,"Phl, PA-NJ-DE-MD",(609) 733-4978,Real Estate Management,2017,Real Estate Management,"$238,000",1 to 4,Own
Prestige Agency,John E,Pakenham Jr,900 Livingston Ave,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 846-6677,Real Estate Management,2005,Real Estate Management,"$380,000",1 to 4,Lease
Princeton Ave Assoc,Gregory,Dennis,200 Americn Metro Blvd # 112,Trenton,NJ,08619,Mercer,"Trenton, NJ",(609) 631-8915,Real Estate Management,2014,Real Estate Management,"$632,000",5 to 9,Lease
Professional Property Mgmt Inc,Dinesh,Behal,PO Box 11377,New Brunswick,NJ,08906,Middlesex,"New York, NY-NJ",(732) 645-8180,Real Estate Management,2015,Real Estate Management,"$380,000",1 to 4,Lease
Quick Property Management Inc,Business,Owner,349 State Route 31,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 751-5692,Real Estate Management,2012,Real Estate Management,"$360,000",1 to 4,Lease
R A De Paola Inc Realtors,Nicholas,Depaola,9 Upper Ferry Rd,Ewing,NJ,08628,Mercer,"Trenton, NJ",(609) 883-4280,Real Estate Management,1984,Real Estate Management,"$632,000",5 to 9,Unknown
R C Reinhold Realtors,Dave,Shafer,310 Ward Ave # 7,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-7667,Real Estate Management,1993,Real Estate Management,"$238,000",1 to 4,Own
Radiant Property Management,Business,Owner,224 Coolidge Ave,Trenton,NJ,08618,Mercer,"Trenton, NJ",(609) 802-0903,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Rainmakers Realty LLC,Business,Owner,30 Knightsbridge Rd # 525,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2021,Real Estate Management,"$253,000",1 to 4,Own
Raritan Tenants Corp,Mary,Vandoren,25 York Dr,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 572-1117,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Own
RCR Management Co LLC,Pete,Schafer,310 Ward Ave # 7,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-7667,Real Estate Management,2018,Real Estate Management,"$476,000",1 to 4,Unknown
Readington Associates,Josh,Adler,160 Raritan Center Pkwy # 20,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 225-5000,Real Estate Management,2000,Real Estate Management,"$885,000",5 to 9,Lease
Real Dave Inc,Business,Owner,313 W Broad St,Burlington,NJ,08016,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$357,000",1 to 4,Lease
Real Estate Strategies Corp,Business,Owner,293 State Route 18 # D,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 868-0000,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Unknown
Regency Management Group LLC,Glen,Masullo,35 Clyde Rd,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 873-1258,Real Estate Management,1996,Real Estate Management,"$809,000",5 to 9,Lease
Regency Real Estate,Business,Owner,10 N Maple Ave,Evesham,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 596-5771,Real Estate Management,2009,Real Estate Management,"$238,000",1 to 4,Lease
Reliance Property Mgmt Group,Tejas,Kadia,94 Church St # 303,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 703-6301,Real Estate Management,2015,Real Estate Management,"$759,000",5 to 9,Lease
Richard Meyers-Keller Williams,Richard,Meyers,513 S Lenola Rd,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",(609) 668-9774,Real Estate Management,2023,Real Estate Management,"$119,000",1 to 4,Own
RK Forest LLC,Business,Owner,150 Forest Glen Dr,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 246-1903,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Rolling Journey Realty Corp,Business,Owner,79 Old Clinton Rd,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 237-0484,Real Estate Management,2014,Real Estate Management,"$480,000",1 to 4,Own
Roselle Urban Renewal LLC,Business,Owner,200 Greenbrook Rd,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 445-7382,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Roselle Urban Renewal LLC,Business,Owner,300 Greenbrook Rd,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 445-7972,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Rossi Management Consulting,Joe,Rossi,75 Claremont Rd # 301,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 696-9770,Real Estate Management,2000,Real Estate Management,"$270,000",1 to 4,Own
S L Management GROUP,Jimmy,Constantakis,101 Fieldcrest Ave,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 346-0387,Real Estate Management,2009,Real Estate Management,"$127,000",1 to 4,Lease
S M III Woodbridge Plaza LLC,Business,Owner,485 US Highway 1,Avenel,NJ,07001,Middlesex,"New York, NY-NJ",(732) 855-6970,Real Estate Management,2013,Real Estate Management,"$380,000",1 to 4,Lease
S Pae Realty LLC,S,Pae,485 U S Highway No 1,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 777-7980,Real Estate Management,2021,Real Estate Management,"$632,000",5 to 9,Own
S T Peterson & Co Inc,Susan,Wolstroner,4262 US Highway 1,Monmouth Junction,NJ,08852,Middlesex,"New York, NY-NJ",(732) 329-1660,Real Estate Management,2012,Real Estate Management,"$380,000",1 to 4,Lease
Scott & Scott,Donald A,Broggi,49 Woodbridge Ave # 301,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 572-1121,Real Estate Management,1984,Real Estate Management,"$506,000",1 to 4,Lease
Shamco,Business,Owner,505 Thornall St # 403,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(718) 856-4900,Real Estate Management,2020,Real Estate Management,"$380,000",1 to 4,Lease
Sharbell Development Corp,Business,Owner,4605 Nottingham Way,Hamilton Square,NJ,08690,Mercer,"Trenton, NJ",(609) 588-5916,Real Estate Management,2012,Real Estate Management,"$379,000",1 to 4,Lease
Sig 106 LLC,Business,Owner,106 Allen Rd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 604-8571,Real Estate Management,2018,Real Estate Management,"$270,000",1 to 4,Own
Silver Management,Robert,Benkovitz,114 Rabbit Hill Rd,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",(609) 275-8337,Real Estate Management,2014,Real Estate Management,"$379,000",1 to 4,Unknown
Silverman Group,Dan,Lacz,195 Morristown Rd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(973) 765-0100,Real Estate Management,2016,Real Estate Management,"$809,000",5 to 9,Unknown
Smyth Property Management,Glenn,Smyth,700 Route 130 N,Cinnaminson,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-5877,Real Estate Management,2015,Real Estate Management,"$357,000",1 to 4,Own
Society Hill Somerset One,Joel,Goldman,137 Pear Tree Ln,Franklin Park,NJ,08823,Somerset,"New York, NY-NJ",(732) 821-6803,Real Estate Management,2013,Real Estate Management,"$135,000",1 to 4,Own
Somerset County Ofc-Instttns,Business,Owner,27 Warren St,Somerville,NJ,08876,Somerset,"New York, NY-NJ",(908) 707-1023,Real Estate Management,2012,Real Estate Management,"$405,000",1 to 4,Unknown
Somerset Hills Property Mgmt,Business,Owner,566 Allen Rd # 5054,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 227-8875,Real Estate Management,2016,Real Estate Management,"$405,000",1 to 4,Lease
Spring Hill Realty Co NJ,Leo,Orloski,3747 Church Rd,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 727-7640,Real Estate Management,1997,Real Estate Management,"$951,000",5 to 9,Unknown
Spring Ridge Master Assn,Kara,Kennelly,Spring Valley Blvd,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",(908) 647-6070,Real Estate Management,1987,Real Estate Management,"$539,000",1 to 4,Own
Spring Street Realty LLC,Business,Owner,41 Spring St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 252-1828,Real Estate Management,2014,Real Estate Management,"$253,000",1 to 4,Lease
Star 9 Properties LLC,Guilherme,Ferreira,31 Duclos Ln,Edison,NJ,08817,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Sureway Property Management,Ken,Wolson,750 Route 73 S # 206,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 552-0505,Real Estate Management,2018,Real Estate Management,"$357,000",1 to 4,Unknown
T K Eatery Inc,Ryoung,Seo,363 George St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2015,Real Estate Management,"$253,000",1 to 4,Lease
Taylor Management Co,Jeffrey,Shiffman,100 Franklin Square Dr # 203,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 764-1001,Real Estate Management,2012,Real Estate Management,"$674,000",5 to 9,Unknown
Thompson Management LLC,Archibald S,Reid,195 Nassau St # 1,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 921-7655,Real Estate Management,2006,Real Estate Management,"$127,000",1 to 4,Unknown
Tiger Property Management LLC,Yu,Li,14 White Tail Ln,Basking Ridge,NJ,07920,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2018,Real Estate Management,"$270,000",1 to 4,Unknown
TMK Property Mgmt & Consltng,Business,Owner,169 Washington Rd,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 452-8785,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Unknown
Todays Investments LLC,James,Gendek,971 Lanning Ave,Lawrence Township,NJ,08648,Mercer,"Trenton, NJ",(609) 557-7990,Real Estate Management,2013,Real Estate Management,"$506,000",1 to 4,Unknown
Top Notch Landscaping,Business,Owner,8 Bates Ct,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 688-0078,Real Estate Management,2011,Real Estate Management,"$270,000",1 to 4,Unknown
Trillium Realty Advisors LLC,Mark,Bennison,83 Princeton Ave # 3c,Hopewell,NJ,08525,Mercer,"Trenton, NJ",(609) 466-0400,Real Estate Management,2000,Real Estate Management,"$379,000",1 to 4,Own
TRT 1100 Campus Road LLC,Business,Owner,1100 Campus Rd,Princeton,NJ,08540,Middlesex,"New York, NY-NJ",(609) 514-2680,Real Estate Management,2006,Real Estate Management,"$380,000",1 to 4,Own
Urban & Co Inc,Charles,Urban,178 Center St # 3,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 735-7110,Real Estate Management,2013,Real Estate Management,"$240,000",1 to 4,Unknown
Weinroth & Assoc,Marc,Weinroth,6 Colonial Lake Dr # J,Lawrenceville,NJ,08648,Mercer,"Trenton, NJ",(609) 538-0900,Real Estate Management,1998,Real Estate Management,"$379,000",1 to 4,Lease
Westgate Management Co,Michael,Feit,133 Franklin Corner Rd,Lawrenceville,NJ,08648,Mercer,"Trenton, NJ",(609) 895-8890,Real Estate Management,1984,Real Estate Management,"$885,000",5 to 9,Own
Whitebridge Village Club House,Business,Owner,900 Rabbit Run Rd,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 810-0225,Real Estate Management,2007,Real Estate Management,"$238,000",1 to 4,Own
Willingboro Senior Urban,Michele,Sloan,55 Sunset Rd,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",(609) 877-1549,Real Estate Management,2005,Real Estate Management,"$357,000",1 to 4,Own
Windsor Commons,Linda,Storch,1 Michele Ct,East Windsor,NJ,08520,Mercer,"Trenton, NJ",(609) 443-6100,Real Estate Management,1987,Real Estate Management,"$379,000",1 to 4,Unknown
Woodbridge Office Tower LLC,Lisa,Pollock,10 Woodbridge Center Dr,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Unknown
